image_id,model,k-shot,input,description_type,CLIPScore,RefCLIPScore,bleu-4,meteor,rouge,cider
33694d496d6c4949,gpt-4,k-0,image-and-context,visual,0.7792663574218751,0.797728717327117,3.71882311022418e-09,0.198003947692542,0.309906858594411,0.585616679808394
00eabad2e2c2c204,gpt-4,k-0,image-and-context,visual,0.752090811729431,0.8204214572906491,0.24791358671576802,0.330488237474644,0.6316568047337271,0.5221604381110271
34d2c8a0ccd434ba,gpt-4,k-0,image-and-context,visual,0.622019469738006,0.715281128883361,2.628577694151801e-05,0.20727283164676802,0.39739413680781704,0.39636189661750704
a843ab9995ab5001,gpt-4,k-0,image-and-context,visual,0.704084575176239,0.767017006874084,3.6981417864285434e-05,0.204843580549417,0.384858044164037,0.9515920714152001
b4d1f0dab6b6c8e4,gpt-4,k-0,image-and-context,visual,0.724760890007019,0.761926233768463,1.3323361945131233e-05,0.164134142316568,0.306312769010043,0.028028387889466003
236cd694e4323434,gpt-4,k-0,image-and-context,visual,0.778747200965881,0.8007961511611931,2.2617373611732972e-05,0.210145692071003,0.37654320987654305,0.5827211995588161
45cc23450d0382d0,gpt-4,k-0,image-and-context,visual,0.733195185661315,0.7694871425628661,4.22938554212317e-09,0.15572750520168502,0.354089709762532,0.25826451968423403
59b4e4ccc469c2c0,gpt-4,k-0,image-and-context,visual,0.653051257133483,0.7604908943176271,4.5460120383084625e-09,0.256401547509703,0.24629878869448102,0.9135677104549981
00694dd4d6929200,gpt-4,k-0,image-and-context,visual,0.79599505662918,0.7812817692756651,4.131551590743584e-09,0.17517070433254903,0.35620437956204304,0.5384195884723081
31316955d49692cc,gpt-4,k-0,image-and-context,visual,0.7054119706153871,0.7559130787849421,0.30115405716562504,0.264311022447283,0.35912531539108405,0.8253165615544431
84b0d4d4d4ccf004,gpt-4,k-0,image-and-context,visual,0.7212340831756591,0.7858029007911681,0.18157374167807702,0.288406515587386,0.37821080602302903,0.22179676887792502
02c8d4d6c2d4d802,gpt-4,k-0,image-and-context,visual,0.685002923011779,0.7449955940246581,3.9697943844525075e-09,0.20459836790142702,0.35023923444976,0.348968328673243
4b1bc3c9e9c3030b,gpt-4,k-0,image-and-context,visual,0.864750623703002,0.9098624587059021,0.29782017960975804,0.47893648927070703,0.696574225122349,1.6792467545385832
70ccd4cc6932b430,gpt-4,k-0,image-and-context,visual,0.7332681417465211,0.8131387829780571,3.7227446986343536e-05,0.184220722932356,0.43231750531537905,0.37893846314593305
2a15eabab6479000,gpt-4,k-0,image-and-context,visual,0.969711780548095,0.9567800760269161,0.23235207374989802,0.38680049348841905,0.6340956340956341,2.093127076378985
518ee8f0f0e88631,gpt-4,k-0,image-and-context,visual,0.5297948122024531,0.639467418193817,3.220566619486463e-09,0.15734161826286602,0.335533553355335,0.25276500142248404
9068616068797960,gpt-4,k-0,image-and-context,visual,0.6441127061843871,0.6689347624778741,2.0745270422892953e-05,0.160757003960384,0.354136429608127,0.42281250301615403
8339948c8a84d926,gpt-4,k-0,image-and-context,visual,0.7404017448425291,0.7911140918731691,2.6512298019470263e-05,0.21469919458505002,0.379353233830845,0.794780338468083
30b869e9a9694a28,gpt-4,k-0,image-and-context,visual,0.706034421920776,0.718865990638732,2.1038281043561454e-05,0.207022929806422,0.270390070921985,0.126871060232517
009030f488b01080,gpt-4,k-0,image-and-context,visual,0.7208481431007381,0.786295354366302,0.137762505943754,0.144596172227892,0.34618502837582205,0.357161333307121
00c1130a0a2cc409,gpt-4,k-0,image-and-context,visual,0.743735432624816,0.8089521527290341,5.2318682193115806e-09,0.26178116742808,0.35714285714285704,1.375179548511853
e19492d2c2d2d0d3,gpt-4,k-0,image-and-context,visual,0.8977722525596611,0.850845456123352,3.6462858615851904e-05,0.261496188867856,0.442028985507246,0.765944173603034
2a156a6a224b2000,gpt-4,k-0,image-and-context,visual,0.9678936600685121,0.861563622951507,0.14306909191813602,0.265416777150325,0.41295938104448704,0.717343894607925
6062e098a9c8d071,gpt-4,k-0,image-and-context,visual,0.8451211452484131,0.8345397710800171,7.966506954094103e-13,0.10389610389610301,0.21580188679245202,0.16511540171528402
d42bd4d4d2b44ba4,gpt-4,k-0,image-and-context,visual,0.8673094511032101,0.786093831062316,3.35211341875873e-05,0.258737148504888,0.414965986394557,1.276771994789943
001026da9a275000,gpt-4,k-0,image-and-context,visual,1.018057584762573,0.8601556420326231,3.5416987658331314e-05,0.253283672306893,0.39804241435562804,0.764804163582769
006080c1f0dc2cd5,gpt-4,k-0,image-and-context,visual,0.75789737701416,0.7960245609283441,2.6822655626250394e-05,0.20033327896087003,0.47550111358574604,0.39907093225877305
a35944e4c4445982,gpt-4,k-0,image-and-context,visual,0.6885132193565361,0.731766581535339,2.3315349310422485e-05,0.190848380769432,0.36787280701754305,0.13010874664525302
73d4c62332b296d4,gpt-4,k-0,image-and-context,visual,0.7921433448791501,0.8431543707847591,2.762935070819685e-05,0.307497626362193,0.39804241435562804,0.27773700426567705
17aa9696b28ef017,gpt-4,k-0,image-and-context,visual,0.7875590920448301,0.859921097755432,0.20247213720393903,0.30124513844281603,0.48654037886340906,1.057660151700941
b04bb4b2b0a50210,gpt-4,k-0,image-and-context,visual,0.8649320602416991,0.8773288130760191,0.370760924123115,0.32964466329983905,0.564161849710982,2.028109768973514
2b545454d5d5d4c8,gpt-4,k-0,image-and-context,visual,0.6813859939575191,0.74918109178543,2.3409231164554474e-05,0.24908505049700103,0.438848920863309,0.7264539370250731
2101a2e459630001,gpt-4,k-0,image-and-context,visual,0.6892544031143181,0.7636667490005491,0.439000858369028,0.35366713057146004,0.5991071428571421,2.791647040374454
48a060caca60a048,gpt-4,k-0,image-and-context,visual,0.7920266389846801,0.8786329627037041,0.6514390573142971,0.424892686367335,0.798130841121495,6.6193283151995885
05303694d5561271,gpt-4,k-0,image-and-context,visual,0.730462789535522,0.776061117649078,4.430049923968652e-09,0.260998490903513,0.47816349384098505,0.7512895677865731
b2e869c8e44c6968,gpt-4,k-0,image-and-context,visual,0.6590050458908081,0.7557712793350221,2.4222703341293553e-09,0.137164676058595,0.31443298969072103,0.142071273839626
b000b4829acc0084,gpt-4,k-0,image-and-context,visual,0.788726210594177,0.8321399688720701,0.565911925615588,0.34392778905694005,0.6510138740661681,2.214177448170509
2043d6d498aa0020,gpt-4,k-0,image-and-context,visual,0.837995529174804,0.875931859016418,0.555523806735838,0.556199402421454,0.793680297397769,4.403166113893108
00b2d49696ccf000,gpt-4,k-0,image-and-context,visual,0.7153244018554681,0.76132982969284,0.20687206008824102,0.297504231749807,0.40486725663716805,0.8598411491829541
ccd496b2b296cc61,gpt-4,k-0,image-and-context,visual,0.775378227233886,0.8120121955871581,0.18541466449455102,0.28313926685844104,0.43048694424841205,0.5815872285833841
30b069f070707862,gpt-4,k-0,image-and-context,visual,0.731980085372924,0.8163045048713681,0.252992073577451,0.36747641554860605,0.569428238039673,1.561547215093174
aa55cc9696cc55a2,gpt-4,k-0,image-and-context,visual,0.6555294394493101,0.7235996723175041,5.916671538335356e-13,0.167289347881332,0.223443223443223,0.048589143794673
686869694d4dd4d4,gpt-4,k-0,image-and-context,visual,0.6609951257705681,0.755420684814453,0.367976642055077,0.29337423728323303,0.48398979880986104,1.086942463814977
22ddc8cacac8cd32,gpt-4,k-0,image-and-context,visual,0.723862767219543,0.7686470746994011,2.8694218774664695e-05,0.162621869595306,0.39386602098466506,0.179191493881135
1d685b9295859519,gpt-4,k-0,image-and-context,visual,0.8282815217971801,0.859659612178802,0.282652457548458,0.168777968804002,0.28850701560775605,0.28445376789724003
9966e4b4b6e4649a,gpt-4,k-0,image-and-context,visual,0.726456344127655,0.764085114002227,3.835410514936575e-09,0.16641479514300903,0.340812344803121,0.26749703063978403
1671d49696c47016,gpt-4,k-0,image-and-context,visual,0.7247871160507201,0.7937473654747,0.284923310852012,0.287243228424501,0.437101910828025,0.90458764008332
69d4d49696cc6196,gpt-4,k-0,image-and-context,visual,0.6094234585762021,0.71366673707962,2.729030459310248e-05,0.16459037249747002,0.340782122905027,0.08292118080236001
5934e4ccc4c9c2c0,gpt-4,k-0,image-and-context,visual,0.6352883577346801,0.7221904993057251,4.092126805594921e-09,0.24387046493797002,0.26464208242950105,0.38667349598099704
ced496b2b296cc61,gpt-4,k-0,image-and-context,visual,0.7706415653228761,0.778499841690063,2.627946429469509e-05,0.18910269818720002,0.25363825363825304,0.280003397534626
847160ccc6cc7001,gpt-4,k-0,image-and-context,visual,0.78294163942337,0.779526829719543,5.246341022301387e-09,0.21769943031975203,0.28818897637795204,0.17631693560171602
097c529ad2d2d218,gpt-4,k-0,image-and-context,visual,0.9654240608215331,0.864748299121856,2.0287366423047792e-05,0.173248709125638,0.31236283833211403,0.49310976088476105
71cc96a2b2d4f0b2,gpt-4,k-0,image-and-context,visual,0.7837287187576291,0.852291703224182,2.3830412563888824e-05,0.29136917566341203,0.403528114663726,0.553324538629516
17e8d49696d4f017,gpt-4,k-0,image-and-context,visual,0.6606950759887691,0.7799105644226071,0.349198598910592,0.403104956227445,0.5743879472693031,1.692552446609474
b2b1316979cce869,gpt-4,k-0,image-and-context,visual,0.912516415119171,0.913215816020965,0.399203976098557,0.382056796640081,0.7333333333333331,1.849668740405564
03cccccc8696d401,gpt-4,k-0,image-and-context,visual,0.819804191589355,0.8386430740356441,0.156489412590259,0.257763421160566,0.44122965641952905,0.8272739892341531
0278d4c2c6d49804,gpt-4,k-0,image-and-context,visual,0.7775248289108271,0.776524364948272,3.324137843193064e-05,0.20972611586217801,0.44566210045662,0.478508459812981
88338ec8c88e3345,gpt-4,k-0,image-and-context,visual,0.7135509848594661,0.747386157512664,4.77046911617277e-13,0.138461538461538,0.277904328018223,0.17715324694703302
8d63e00e31c66891,gpt-4,k-0,image-and-context,visual,0.8123285770416261,0.871248662471771,4.172261448166098e-05,0.382741932497118,0.509181969949916,1.8019650684202881
62616060e9726848,gpt-4,k-0,image-and-context,visual,0.6702117919921871,0.7434947490692131,0.42761734060225604,0.338616281903148,0.566722972972973,1.454007122602331
8811d2c629d8c849,gpt-4,k-0,image-and-context,visual,0.739694952964782,0.7988364100456231,2.8458520412605836e-09,0.195865511123431,0.262931034482758,0.054451841323112
b28e962a6a948eb2,gpt-4,k-0,image-and-context,visual,0.6968439817428581,0.769608795642852,2.8773547326199832e-05,0.234562905577948,0.36791314837153105,0.759811241336629
30c4d8b2a6cc6982,gpt-4,k-0,image-and-context,visual,0.688174068927764,0.7457253932952881,4.2592056530321344e-09,0.13824350559926402,0.26349892008639303,0.37689784926943004
b2694dd4d4d4d4d4,gpt-4,k-0,image-and-context,visual,0.7767201066017151,0.8094483613967891,2.962552937215571e-05,0.30405269428823,0.45963401506996704,0.572736093280734
8c31f0b269e8320c,gpt-4,k-0,image-and-context,visual,0.6741172075271601,0.708539605140686,0.106611757410385,0.17354312666229102,0.40550807217473805,0.000625536042737
01f4e855d4686912,gpt-4,k-0,image-and-context,visual,0.606183409690856,0.662235617637634,4.553719183899023e-13,0.11960220893446301,0.19635193133047202,0.010261352033142001
70606561706969e8,gpt-4,k-0,image-and-context,visual,0.7825903892517091,0.79923540353775,1.751478651767407e-05,0.228324148740665,0.44460641399416906,0.29069223888245704
8966daa6dada6699,gpt-4,k-0,image-and-context,visual,0.7293535470962521,0.75949877500534,2.4730964661022742e-05,0.24940008954939702,0.37794299876084203,0.529115250547896
b2694cf0f0557032,gpt-4,k-0,image-and-context,visual,0.804994583129882,0.8474647402763361,4.172261448166098e-05,0.392855922045437,0.5763779527559051,2.849297756865756
40187c9aa0a8dc00,gpt-4,k-0,image-and-context,visual,0.709072470664978,0.7447014451026911,3.0583133362963773e-09,0.12165802286193302,0.252239834596829,0.35490274363519003
d827e3d9d3e34b94,gpt-4,k-0,image-and-context,visual,0.789965629577636,0.8204596638679501,3.575297164232122e-05,0.24140759639476403,0.49292929292929205,0.42393470145987006
6379596161616163,gpt-4,k-0,image-and-context,visual,0.9269143342971801,0.9037033915519711,6.389431040650488e-05,0.35347554989652,0.625,1.711318016931083
9061e4cab6b47098,gpt-4,k-0,image-and-context,visual,0.8068137168884271,0.829919338226318,9.933630761802383e-06,0.155737847446759,0.26166219839142,0.005855039327264001
0493a99bbaa99304,gpt-4,k-0,image-and-context,visual,0.8693437576293941,0.8505538702011101,0.13689625880534,0.263851880356592,0.47447739426349006,0.257428586031811
8060c2d298b80050,gpt-4,k-0,image-and-context,visual,0.638956308364868,0.717858731746673,3.646285861215728e-05,0.252437816894492,0.45454545454545403,0.9278214152233161
323130696dc8aa29,gpt-4,k-0,image-and-context,visual,0.8527534008026121,0.8523392081260681,3.392375549765757e-05,0.26904106493713903,0.396840148698884,1.238033084058338
19d2e4b9e8e8b2b0,gpt-4,k-0,image-and-context,visual,0.695583820343017,0.756824254989624,1.8476632203291373e-05,0.143121624096877,0.23992133726647003,0.049448124320902
0519b186c66c0231,gpt-4,k-0,image-and-context,visual,0.7896907329559321,0.7578552365303041,5.773502691204929e-05,0.30465388190153003,0.48605577689243,0.8818995954647371
1bd48a899996d83b,gpt-4,k-0,image-and-context,visual,0.832427144050598,0.859535455703735,0.201252706170188,0.21792659497097402,0.5089858793324771,0.5395392809470211
71cc86b29696cc71,gpt-4,k-0,image-and-context,visual,0.72736370563507,0.8146419525146481,0.49999999985818405,0.537320833293033,0.674778761061946,2.889597814032538
9368d4971796e833,gpt-4,k-0,image-and-context,visual,0.726122856140136,0.801879525184631,0.32786037715786903,0.24560529484508903,0.43399822131876503,0.9455772834443211
18316c4cd8e06448,gpt-4,k-0,image-and-context,visual,0.60654205083847,0.71158629655838,2.9209048351757803e-09,0.204216468329937,0.339643652561247,0.40263909376370904
e29a8a8a9ad22e8a,gpt-4,k-0,image-and-context,visual,0.7348889112472531,0.7976272702217101,2.409771205407116e-09,0.129230631534847,0.283941039565554,0.107237784757732
004dd49292d66838,gpt-4,k-0,image-and-context,visual,0.7556610107421871,0.7642879486083981,2.955630673262696e-05,0.20133956572970002,0.401315789473684,0.360484541591922
304bb492b0a54210,gpt-4,k-0,image-and-context,visual,0.8486950397491451,0.8661525845527641,0.36791347267308105,0.31712861198203,0.6264441591784331,1.431331751439763
4017a5e713a34b10,gpt-4,k-0,image-and-context,visual,0.803086280822753,0.845985651016235,3.7943543125958554e-05,0.24577056363752303,0.482066869300911,0.6400472471521871
4bd89c8a26deca60,gpt-4,k-0,image-and-context,visual,0.784777998924255,0.801907241344451,2.9888629033888263e-09,0.144492067910879,0.20713073005093302,0.111719330586315
28d0d2e9694c6c68,gpt-4,k-0,image-and-context,visual,0.7669961452484131,0.792909860610961,3.599603778886107e-05,0.289987692710655,0.39077514413837205,1.8132500337121482
30cb949ab8c43b80,gpt-4,k-0,image-and-context,visual,0.857210636138916,0.8751893639564511,0.32712647656522903,0.29275025771173,0.548138639281129,1.5267741239097732
11a296b2b686a813,gpt-4,k-0,image-and-context,visual,0.781440198421478,0.8284792304039,3.5160036330692922e-09,0.22418206187462703,0.43615934627170505,0.5190305953240391
033036d252541631,gpt-4,k-0,image-and-context,visual,0.683029890060424,0.7670377492904661,4.1315515904257736e-05,0.33287084461486005,0.538461538461538,2.072331460010985
8679e8aee4719248,gpt-4,k-0,image-and-context,visual,0.6293866634368891,0.712648630142211,0.5721248423863441,0.22000299592456002,0.5224839400428261,0.560273090603649
1265646869d29a64,gpt-4,k-0,image-and-context,visual,0.710423290729522,0.778680205345153,0.311463777899726,0.37871234122262704,0.665109034267912,1.3195063136324081
699671b8e46699a4,gpt-4,k-0,image-and-context,visual,0.895021200180053,0.9061956405639641,3.824602282126925e-05,0.37058092867694403,0.536656891495601,1.533911322604038
00a6cc8e10b03000,gpt-4,k-0,image-and-context,visual,0.9273542165756221,0.9262753129005431,0.188511396015508,0.19892344015253302,0.35966981132075404,0.203334392143724
4c4ce4e45c506054,gpt-4,k-0,image-and-context,visual,0.6262965202331541,0.7353385090827941,0.130094408484754,0.23255069805550402,0.34771986970684005,0.35605366462743304
106866d5d0e6b44b,gpt-4,k-0,image-and-context,visual,0.783512890338897,0.7829733490943901,1.47924424900278e-05,0.19097136163258602,0.30123456790123404,0.089141203711822
649a9a82bbf93748,gpt-4,k-0,image-and-context,visual,0.65357506275177,0.7288830280303951,4.890138745985945e-06,0.101671896810457,0.19605142332415001,2.806378348238571e-07
00d8868386d49802,gpt-4,k-0,image-and-context,visual,0.775259494781494,0.793630897998809,3.8175481911193895e-09,0.16543259609827202,0.342056074766355,0.43756530813147204
b269cce4ecd44d6d,gpt-4,k-0,image-and-context,visual,0.882758498191833,0.9071463942527771,0.35813454749329704,0.266545801637732,0.507863089731729,1.094062101701516
84b2ccd4d4ccf004,gpt-4,k-0,image-and-context,visual,0.775603890419006,0.8153830766677851,0.253365494625966,0.28504954720386905,0.33424657534246505,1.164942447093827
0500a9979da900a9,gpt-4,k-0,image-and-context,visual,0.6942540407180781,0.779226660728454,0.316890026724826,0.27748942477716204,0.532751091703056,1.005014284100094
30cc86b28eaad070,gpt-4,k-0,image-and-context,visual,0.6754599809646601,0.7527972459793091,0.36964463973111306,0.299729118028763,0.6828358208955221,3.296341361562214
02d8d4a28296d800,gpt-4,k-0,image-and-context,visual,0.782599747180938,0.7887023687362671,0.342347495559292,0.240549751675134,0.447214076246334,0.7398795978573011
000006d0d8260000,gpt-4,k-0,image-and-context,visual,1.004379987716674,0.952658057212829,0.30344911569402705,0.46188849603971005,0.7683694891532541,1.66452016022784
644c685a4b696579,gpt-4,k-0,image-and-context,visual,0.8284424543380731,0.7962487339973451,0.25530274329049,0.28899274437912104,0.5350877192982451,1.729770983167255
b255ccb2b2cc7184,gpt-4,k-0,image-and-context,visual,0.6922223567962641,0.8056369423866271,3.742031645646396e-05,0.25738516130613104,0.44444444444444403,1.043290311060539
0059a6a4d9621440,gpt-4,k-0,image-and-context,visual,0.812319159507751,0.81441056728363,0.419468515782483,0.339923589228009,0.55,1.6302666595162831
4824e49494e4240a,gpt-4,k-0,image-and-context,visual,0.6645041704177851,0.707217037677764,0.147210696086352,0.15626381603041,0.40802675585284204,0.026304249738721003
d826a5a02626d827,gpt-4,k-0,image-and-context,visual,0.732590079307556,0.7874062657356261,3.3031643177846366e-05,0.18549560682808103,0.47491349480968803,0.155161280310425
4d332955d496c455,gpt-4,k-0,image-and-context,visual,0.716041922569274,0.7992842793464661,0.42617315778106,0.27683147601864905,0.48364717542120905,2.5422358306712143
0519386468694131,gpt-4,k-0,image-and-context,visual,0.6887857913970941,0.7434979677200311,5.080057942265637e-09,0.198526798243555,0.327077747989276,0.8273363550196821
16696d54d496b26d,gpt-4,k-0,image-and-context,visual,0.8172386884689331,0.813183963298797,0.22012248447860402,0.23421969510796703,0.37787610619469003,0.129453567188921
9768486872f2621f,gpt-4,k-0,image-and-context,visual,0.7839441895484921,0.823391497135162,4.2836195067776074e-05,0.314764532691132,0.6666666666666661,1.164768493713944
32b2d4e8cc6c7561,gpt-4,k-0,image-and-context,visual,0.773545384407043,0.810271978378295,0.10753692924479201,0.18739856830344,0.289556962025316,0.086863062722712
c4f3a8c6c6c0c2e4,gpt-4,k-0,image-and-context,visual,0.7113521099090571,0.7460834383964531,0.33359103225784803,0.408195571730865,0.703846153846153,1.101563426531774
5819a6c4d862710a,gpt-4,k-0,image-and-context,visual,0.610595762729644,0.711852252483367,0.478797494878323,0.40546878065267106,0.738057825267127,3.062530229307349
106866d5d2e6b44b,gpt-4,k-0,image-and-context,visual,0.781994938850402,0.8171334862709041,3.8071348661994074e-05,0.267847243244754,0.283941039565554,0.5961983030158341
8c12d9c8c8d912ac,gpt-4,k-0,image-and-context,visual,0.7694674730300901,0.8256258964538571,6.173866217892086e-09,0.32767426666022204,0.35935198821796704,0.547041400055818
17f0ccaaaaccf017,gpt-4,k-0,image-and-context,visual,0.788317918777465,0.8560634851455681,3.5831291871688144e-05,0.297504231749807,0.40486725663716805,1.951125743910282
7865646578786865,gpt-4,k-0,image-and-context,visual,0.7681918740272521,0.785865426063537,2.1703180422031402e-05,0.26144575574857404,0.45353159851301106,0.6710446647863211
70694cf0f0f0f0e8,gpt-4,k-0,image-and-context,visual,0.7832313179969781,0.7991701960563661,2.107378990003249e-05,0.18105027730998802,0.38184663536776203,0.35452084812724005
00804796b22f5000,gpt-4,k-0,image-and-context,visual,1.011441946029663,0.928718388080596,3.397239497851277e-05,0.34087608861595203,0.5066445182724251,0.6146737487240751
48a0a4f219cc160a,gpt-4,k-0,image-and-context,visual,0.8850442171096801,0.8958640098571771,7.194089027686696e-05,0.31425635659363504,0.715542521994134,1.282326928811664
70b2f06c4ce8f000,gpt-4,k-0,image-and-context,visual,0.854902148246765,0.7766456007957451,1.9934583957479973e-05,0.13999096564191502,0.299019607843137,0.141760796926957
00b2c49696ccf000,gpt-4,k-0,image-and-context,visual,0.7010253667831421,0.749894201755523,5.2664038780864576e-05,0.29887944391506105,0.556231003039513,1.831024754517607
44b269707069b084,gpt-4,k-0,image-and-context,visual,0.899155259132385,0.8697715401649471,2.5519652416942205e-05,0.31222909017753203,0.347248576850094,1.610681427252525
00e4d9f06cb2a408,gpt-4,k-0,image-and-context,visual,0.728655993938446,0.799776017665863,0.426044056805761,0.36398696197450703,0.656796769851951,2.327144507960409
694dd4e8a2d46869,gpt-4,k-0,image-and-context,visual,0.9268664121627801,0.8828323483467101,3.841906830017814e-09,0.155791042533991,0.303482587064676,0.45384584263041106
60d399e1a9ab2964,gpt-4,k-0,image-and-context,visual,0.8157662153244011,0.8486524224281311,2.3786681382663992e-05,0.17312220225270503,0.31591602700453103,0.21864377249132502
7161ccf0f0e86971,gpt-4,k-0,image-and-context,visual,0.6974638700485231,0.7675727605819701,0.325596412570514,0.35181161533818806,0.5,0.6728122142784221
6370de86b3c66e39,gpt-4,k-0,image-and-context,visual,0.783050000667572,0.8297650814056391,5.9609942726317346e-09,0.30464388761765404,0.325044404973356,0.944647441007404
293936324a6a2a2a,gpt-4,k-0,image-and-context,visual,0.768038511276245,0.8009226918220521,2.767132135687728e-05,0.18601121258104902,0.399065420560747,0.017411643916011
a5b1d0d69b1c0689,gpt-4,k-0,image-and-context,visual,0.7563957571983331,0.8030537962913511,2.087314722312967e-05,0.169885593416988,0.24261363636363603,0.434047920904765
00c07010daa2cc40,gpt-4,k-0,image-and-context,visual,0.761890172958374,0.7749782800674431,3.125923296222768e-09,0.160263895319037,0.29804560260586305,0.079012808060133
59b4d4f8dcd4d2d4,gpt-4,k-0,image-and-context,visual,0.767403185367584,0.836724817752838,3.006454568702537e-05,0.258899545811558,0.388888888888888,0.876902096773376
0c73e00e31c66491,gpt-4,k-0,image-and-context,visual,0.87407386302948,0.8107780218124391,3.352113418723811e-05,0.21630425615008603,0.384251968503937,1.186208329666892
704d4d69d4c47961,gpt-4,k-0,image-and-context,visual,0.803812861442565,0.8228412866592401,0.258486576960651,0.26872823953073804,0.5480604677695381,0.6740687225897031
713149d8d44c6425,gpt-4,k-0,image-and-context,visual,0.798014461994171,0.7992836236953731,0.30336688656275,0.24895427045820703,0.369696969696969,0.693266031232951
0024009a8e002800,gpt-4,k-0,image-and-context,visual,0.805266797542572,0.842039823532104,2.6292395570510333e-05,0.256070334280009,0.458646616541353,1.484700865433243
9562e2c2c6b2324d,gpt-4,k-0,image-and-context,visual,0.871725916862487,0.882012665271759,0.42095675566412605,0.337092084942955,0.504132231404958,1.3677980880359701
64f39b6b93dc5c60,gpt-4,k-0,image-and-context,visual,0.9160251617431641,0.902370750904083,0.165478270129676,0.16988316436605502,0.34923664122137404,0.46875146841910803
6064706955556968,gpt-4,k-0,image-and-context,visual,0.684851944446563,0.7781378030776971,0.215112389610352,0.23802490524920603,0.393911439114391,0.816419604629772
14b26955d496b2c4,gpt-4,k-0,image-and-context,visual,0.699881374835968,0.784950733184814,0.46924700636535305,0.43977645755223904,0.593055555555555,2.245258142678667
13e88eb2b28ee833,gpt-4,k-0,image-and-context,visual,0.7415698766708371,0.7999135255813591,0.155414226319426,0.24823051994625,0.417081054201889,0.29388745035331404
310171386ccc114d,gpt-4,k-0,image-and-context,visual,0.729927718639373,0.719614744186401,3.1509464975685385e-09,0.170700992762815,0.24283439490445802,0.144070433073608
03842beb57992201,gpt-4,k-0,image-and-context,visual,0.846526086330413,0.844811379909515,0.140928656577124,0.20932995424800102,0.42690513219284604,0.069841992951651
90b2b26955d4d4e8,gpt-4,k-0,image-and-context,visual,0.67481255531311,0.742855012416839,2.9698300847053435e-05,0.24972335609648103,0.379353233830845,0.7254689375908221
00f2ce9ab2cef000,gpt-4,k-0,image-and-context,visual,0.7351224422454831,0.781199634075164,3.070257185933636e-05,0.254564222443118,0.37521968365553604,0.7685236437269881
26d9d8d6d6d8d926,gpt-4,k-0,image-and-context,visual,0.708134055137634,0.7561963200569151,3.871739101697106e-09,0.264089448441001,0.42620087336244505,0.9540459963809581
8000e6d2d2ee4110,gpt-4,k-0,image-and-context,visual,0.7699500918388361,0.8166363239288331,0.42728700634506905,0.289200605762621,0.536656891495601,2.862946488022375
0669c4f0c4d69661,gpt-4,k-0,image-and-context,visual,0.9251021742820741,0.9006052017211911,3.2631104086511904e-05,0.226235830957618,0.30500000000000005,0.147184576989624
0000664bda380800,gpt-4,k-0,image-and-context,visual,0.7597130537033081,0.799892485141754,2.677680295536578e-05,0.157040156400216,0.29433051869722504,0.513140398144975
