sample_id,difficulty
31cc86b28eaad071,3.3333333333333335
31f082dce48afc30,5.0
323130696dc8aa29,4.0
3271c0d0d0c07133,1.0
32b2d4e8cc6c7561,5.0
32ce96969696cc32,2.3333333333333335
3331316969e8a833,3.0
334c61696cec919a,2.6666666666666665
33694d496d6c4949,2.0
33cc9eb2a69ecc32,3.0
33cccc0d0f33c401,1.5
33e88eb2b28ee833,2.6666666666666665
33e896969696a831,2.0
33e896969696e833,3.0
34d2c8a0ccd434ba,3.6666666666666665
36b1b171b0d4f0d4,2.6666666666666665
3731313150d4704c,3.5
39a424e4d0185934,3.0
3ae5acb4b4ac651a,3.5
4017a5e713a34b10,2.3333333333333335
40187c9aa0a8dc00,4.0
40c0999564ee6a4a,2.0
40c4e4cc69c09a88,3.0
4110f21333961084,2.5
42b48a6af86c8b70,3.6666666666666665
443069707069b204,1.0
4471e0ccc6cc7001,1.5
4472d4d4d4ccf084,3.3333333333333335
44a26955d496b24d,2.0
44b269707069b084,1.5
45909280a456db4b,3.3333333333333335
45919282acd6da5b,3.5
45aad292dac2d22d,2.0
45cc23450d0382d0,3.5
4824e49494e4240a,3.6666666666666665
4859596971006062,4.0
4882ccc4d4cc8228,2.5
4892cce8e8cc9248,3.6666666666666665
4892ccecd4cc8248,3.5
48a060caca60a048,1.0
48a0a4f219cc160a,1.6666666666666667
48b564e4e464b548,1.0
48b564e4ec64b548,1.0
48c4a5a4828ae833,4.333333333333333
4958d2d2d2d25849,3.5
4b1bc3c9e9c3030b,1.0
4ba6ccd0c8b9716b,4.333333333333333
4bd89c8a26deca60,3.0
4c4ce4e45c506054,3.5
4c7930d698dc4c32,2.0
4d332955d496c455,1.3333333333333333
4dccd496868aaa41,2.0
4dccd496868aaa45,2.5
4dd4f4d4a6bca45b,2.0
5032b269cce83170,1.5
518aaaa854d44817,1.5
518ee8f0f0e88631,3.0
5265d6929296c471,2.5
5429d6d4b2b64920,2.0
5454687049e0f0d4,3.5
54d5adad2da4b632,2.0
5554d49696d6c469,3.0
5819a6c4d862710a,2.0
582169d9d9692048,3.6666666666666665
5826a2b8a702a500,1.6666666666666667
5834e4ccc449c2c9,1.3333333333333333
5934e4ccc4c9c2c0,1.0
59b4d4f8dcd4d2d4,3.0
59b4e4ccc469c2c0,1.0
5a59b16464e0a829,3.6666666666666665
5d21a4d84a61cc92,3.3333333333333335
6062e098a9c8d071,2.5
6064706955556968,2.5
60d0a09866ccc0c0,3.0
60d0a0d866ccc0c0,3.0
60d399e1a9ab2964,3.5
6249c99832cef063,5.0
62616060e9726848,2.3333333333333335
62695c60606460f2,1.5
629974e878f4c803,4.0
6370de86b3c66e39,1.5
6379596161616163,1.6666666666666667
63795c7058585873,2.0
63e4c4e869d29aa8,3.3333333333333335
644c685a4b696579,2.5
646051c4c4d06064,3.0
649a9a82bbf93748,4.0
64f39b6b93dc5c60,3.0
659a96f4d0b6ae59,2.5
669aae66a2aee266,2.3333333333333335
66d6bae2e2aae266,2.5
6810726161729028,1.0
686869694d4dc4d4,2.5
686869694d4dd4d4,2.3333333333333335
694dd4e8a2d46869,3.5
6954549696d46169,3.6666666666666665
699671b8e46699a4,1.0
69d4b2b2b2b2cc73,2.3333333333333335
69d4d49696cc6196,4.5
6b94cc6719ae5384,2.5
6ce5b4b4b4b4e465,4.0
6d1032ee266e0601,1.6666666666666667
704d4d69d4c47961,3.0
70606561706969e8,4.5
70694cf0f0f0f0e8,3.5
7069f0b231697131,3.5
707069d468695533,3.5
70707068686969b0,3.5
70b2b2696d28f0e8,1.6666666666666667
70b2f06c4ce8f000,2.0
70c8d595d8d868b8,2.3333333333333335
70ccd4cc6932b430,3.0
713149d8d44c6425,4.666666666666667
713171544c713131,3.5
7161ccf0f0e86971,3.5
7169554de1d5d9cd,2.6666666666666665
7171556df1d9f1f5,2.0
71c496b2b296cc71,4.0
71cc86b29696cc71,2.3333333333333335
71cc92b3abaed469,2.0
71cc96a2b2d4f0b2,3.6666666666666665
73d4c62332b296d4,1.5
7861646478786865,4.0
7865646578786865,3.5
800092aaa6960080,1.0
8000e6d2d2ee4110,1.0
80018a88a4b44124,1.0
8002b8c4e66c8144,1.0
8060c2d298b80050,2.0
82308282b89a4290,4.5
8339948c8a84d926,2.5
840a88ccc4a80884,2.5
8412b8cc80c400a0,1.5
843bd8949694d926,3.0
847160ccc6cc7001,1.5
84b0d4d4d4ccf004,2.5
84b2ccd4d4ccf004,2.5
84b2ccdcd4cc7002,2.0
84b2d4d4d4cc7002,3.0
8669c4d4e0cccc33,2.0
8679e8aee4719248,2.5
8699cee6dbdb466c,2.6666666666666665
87716d6d616e6999,1.3333333333333333
8811d2c629d8c849,3.3333333333333335
88338ec8c88e3345,2.5
8901aba864550101,1.0
8961e1d89e1e018d,3.6666666666666665
8966daa6dada6699,2.0
8b54d49c9294d926,3.3333333333333335
8c12d9c8c8d912ac,1.0
8c31f0b269e8320c,3.5
8d63e00e31c66891,1.5
8d78d2b2d292926d,4.0
8e69c89aa6e47192,4.333333333333333
9000d4d4dccc00c4,1.0
904bb4ca2b8ed423,2.0
9061e4cab6b47098,4.0
9068616068597968,4.333333333333333
9068616068797960,4.5
90b2b26155d4d4e8,2.0
90b2b26955d4d4e8,2.0
924dcc8c8eb2c001,1.5
9368d4971796e833,3.0
9562e2c2c6b2324d,3.3333333333333335
960096b4b0960096,1.0
9669aaaa4d69b34d,3.5
96b4b19694748494,2.5
9768486872f2621f,2.0
9966e19898e16699,1.0
9966e4b4b6e4649a,3.0
99c8cad3d3ca9869,2.5
9a2169d9d9e92084,3.6666666666666665
9c63e00eb3c67893,2.5
a159a6a4d9630501,2.5
a2a9caa6d4d2ac11,1.6666666666666667
a35944e4c4445982,3.5
a5b1d0d69b1c0689,2.5
a843ab9995ab5001,1.5
a916add8d89b24d8,3.0
aa5555d496b2b24d,3.5
aa55cc9696cc55a2,3.5
aa9696aa51d48520,1.0
acbe93b8a6a4b4b4,4.0
b000b4829acc0084,3.0
b001d69c98aa002a,1.0
b04bb4b2b0a50210,3.5
b0b0b2a9686a7062,3.0
b16c44a4a2cec4ea,3.5
b16c686d64e4d9d9,2.6666666666666665
b234e81333ecd092,3.0
b255ccb2b2cc7184,1.5
b2694cf0f0557032,2.5
b2694dd4d4d4d4d4,3.5
b26954d4f04c6d28,2.5
b2696929e9dbe94b,3.3333333333333335
b269696969b032b0,4.0
b269c4d0f0d471b2,2.0
b269cce4ecd44d6d,2.6666666666666665
b269d4d4d4d46db0,1.5
b269d4d4d4d46db1,1.5
b269d4d4f4e870b5,3.0
b269d4f0f0d471b2,2.0
b26cd4b0b0ecc9c9,3.6666666666666665
b2716973b2626932,4.0
b28e962a6a948eb2,2.3333333333333335
b2aa4dd44df09671,3.0
b2b1316979cce869,3.0
b2e869c8e44c6968,3.0
b2f068b2b2b269b2,3.6666666666666665
b4b269c4b6ba0bf4,1.3333333333333333
b4b269d492b22bc4,1.5
b4d1f0dab6b6c8e4,4.0
b6b1b1313694d962,4.0
b84238b0e44e8042,2.0
c018f8d0d8e08000,1.3333333333333333
c2aab6e2c2c2e216,2.5
c4d1a8c6c6c0c1e4,4.0
c4f3a8c6c6c0c2e4,2.0
cc00988879700040,2.0
cc94b23333b294e0,2.0
ccd496b2b296cc61,2.3333333333333335
ced496b2b296cc61,3.0
d42bd4d4d2b44ba4,1.6666666666666667
d826a5a02626d827,4.0
d827e3d9d3e34b94,2.0
d8d4c2c6d4d8c8a4,2.5
d8d4c2d6d4d8cce4,2.5
d8d4c6d6d4d8cce4,3.5
e19492d2c2d2d0d3,1.3333333333333333
e299646559dc4ee1,3.0
e29a8a8a9ad22e8a,2.5
e5929292aed2d2ca,4.0
e6d6d6d6566698e6,4.5
e96155d4d4546912,3.6666666666666665
e969697261696971,3.5
ec91b6acc4d4cc4c,5.0
f08eb2b2b2b28ef0,1.6666666666666667
f0d496d6d4d299aa,2.0
